program_name_and_version,EnergyPlus 23.1
CE140 feb_min_idb,22.2001
CE140 feb_min_humidity_ratio,0.00651125
CE150 clg_energy_consumption_total,1197.98
CE150 clg_energy_consumption_supply_fan,140.41
CE150 evaporator_coil_load_total,4508.72
CE150 evaporator_coil_load_sensible,3769.52
CE150 evaporator_coil_load_latent,739.201
CE150 zone_load_total,4368.31
CE150 zone_load_sensible,3635.45
CE150 zone_load_latent,732.856
CE150 feb_mean_cop,3.6464
CE150 feb_mean_idb,22.2
CE150 feb_mean_humidity_ratio,0.00835591
CE150 feb_max_cop,3.65078
CE150 feb_max_idb,22.2
CE150 feb_max_humidity_ratio,0.00837351
CE150 feb_min_cop,3.6426
CE150 feb_min_idb,22.2
CE150 feb_min_humidity_ratio,0.00828467
CE160 clg_energy_consumption_total,1132.64
CE160 clg_energy_consumption_supply_fan,128.451
CE160 evaporator_coil_load_total,4490.98
CE160 evaporator_coil_load_sensible,3751.78
CE160 evaporator_coil_load_latent,739.2
CE160 zone_load_total,4362.53
CE160 zone_load_sensible,3630.36
CE160 zone_load_latent,732.167
CE160 feb_mean_cop,3.85165
CE160 feb_mean_idb,26.7
CE160 feb_mean_humidity_ratio,0.0101873
CE160 feb_max_cop,3.85627
CE160 feb_max_idb,26.7
CE160 feb_max_humidity_ratio,0.0102105
CE160 feb_min_cop,3.84786
CE160 feb_min_idb,26.7
CE160 feb_min_humidity_ratio,0.0100998
CE165 clg_energy_consumption_total,1492.12
CE165 clg_energy_consumption_supply_fan,148.682
CE165 evaporator_coil_load_total,4528.65
CE165 evaporator_coil_load_sensible,3789.45
CE165 evaporator_coil_load_latent,739.201
CE165 zone_load_total,4379.97
CE165 zone_load_sensible,3646.67
CE165 zone_load_latent,733.299
CE165 feb_mean_cop,2.9354
CE165 feb_mean_idb,23.3058
CE165 feb_mean_humidity_ratio,0.00932608
CE165 feb_max_cop,2.93963
CE165 feb_max_idb,23.3062
CE165 feb_max_humidity_ratio,0.00934479
CE165 feb_min_cop,2.9319
CE165 feb_min_idb,23.3054
CE165 feb_min_humidity_ratio,0.00924527
CE170 clg_energy_consumption_total,635.681
CE170 clg_energy_consumption_supply_fan,73.0655
CE170 evaporator_coil_load_total,2224.79
CE170 evaporator_coil_load_sensible,1485.59
CE170 evaporator_coil_load_latent,739.201
CE170 zone_load_total,2151.72
CE170 zone_load_sensible,1417.85
CE170 zone_load_latent,733.868
CE170 feb_mean_cop,3.38491
CE170 feb_mean_idb,22.2002
CE170 feb_mean_humidity_ratio,0.0105222
CE170 feb_max_cop,3.3887
CE170 feb_max_idb,22.2002
CE170 feb_max_humidity_ratio,0.0105381
CE170 feb_min_cop,3.38024
CE170 feb_min_idb,22.2002
CE170 feb_min_humidity_ratio,0.0104378
CE180 clg_energy_consumption_total,1081.87
CE180 clg_energy_consumption_supply_fan,118.361
CE180 evaporator_coil_load_total,4480.97
CE180 evaporator_coil_load_sensible,1524.16
CE180 evaporator_coil_load_latent,2956.81
CE180 zone_load_total,4362.61
CE180 zone_load_sensible,1417.85
CE180 zone_load_latent,2944.75
CE180 feb_mean_cop,4.03246
CE180 feb_mean_idb,22.2001
CE180 feb_mean_humidity_ratio,0.0161933
CE180 feb_max_cop,4.03813
CE180 feb_max_idb,22.2001
CE180 feb_max_humidity_ratio,0.0162151
CE180 feb_min_cop,4.02705
CE180 feb_min_idb,22.2001
CE180 feb_min_humidity_ratio,0.0160744
CE185 clg_energy_consumption_total,1540.09
CE185 clg_energy_consumption_supply_fan,139.076
CE185 evaporator_coil_load_total,4522.35
CE185 evaporator_coil_load_sensible,1565.54
CE185 evaporator_coil_load_latent,2956.81
CE185 zone_load_total,4383.28
CE185 zone_load_sensible,1436.48
CE185 zone_load_latent,2946.8
CE185 feb_mean_cop,2.84611
CE185 feb_mean_idb,22.2
CE185 feb_mean_humidity_ratio,0.0160713
CE185 feb_max_cop,2.85154
CE185 feb_max_idb,22.2
CE185 feb_max_humidity_ratio,0.0160917
CE185 feb_min_cop,2.84076
CE185 feb_min_idb,22.2
CE185 feb_min_humidity_ratio,0.0159487
CE190 clg_energy_consumption_total,164.265
CE190 clg_energy_consumption_supply_fan,18.0235
CE190 evaporator_coil_load_total,574.168
CE190 evaporator_coil_load_sensible,204.567
CE190 evaporator_coil_load_latent,369.601
CE190 zone_load_total,556.145
CE190 zone_load_sensible,188.093
CE190 zone_load_latent,368.052
CE190 feb_mean_cop,3.38566
CE190 feb_mean_idb,22.2003
CE190 feb_mean_humidity_ratio,0.0158628
CE190 feb_max_cop,3.3916
CE190 feb_max_idb,22.2003
CE190 feb_max_humidity_ratio,0.0159355
CE190 feb_min_cop,3.37806
CE190 feb_min_idb,22.2002
CE190 feb_min_humidity_ratio,0.0157132
CE195 clg_energy_consumption_total,250.173
CE195 clg_energy_consumption_supply_fan,22.6548
CE195 evaporator_coil_load_total,597.626
CE195 evaporator_coil_load_sensible,228.024
CE195 evaporator_coil_load_latent,369.601
CE195 zone_load_total,574.971
CE195 zone_load_sensible,206.716
CE195 zone_load_latent,368.255
CE195 feb_mean_cop,2.2983
CE195 feb_mean_idb,22.2003
CE195 feb_mean_humidity_ratio,0.0154432
CE195 feb_max_cop,2.30289
CE195 feb_max_idb,22.2003
CE195 feb_max_humidity_ratio,0.0155041
CE195 feb_min_cop,2.29248
CE195 feb_min_idb,22.2003
CE195 feb_min_humidity_ratio,0.0152963
CE200 clg_energy_consumption_total,1465.63
CE200 clg_energy_consumption_supply_fan,153.526
CE200 evaporator_coil_load_total,5484.46
CE200 evaporator_coil_load_sensible,4263.43
CE200 evaporator_coil_load_latent,1221.03
CE200 zone_load_total,5330.93
CE200 zone_load_sensible,4120.41
CE200 zone_load_latent,1210.52
CE200 feb_mean_cop,3.63729
CE200 feb_mean_idb,26.7013
CE200 feb_mean_humidity_ratio,0.0113767
CE200 feb_max_cop,3.64247
CE200 feb_max_idb,26.7018
CE200 feb_max_humidity_ratio,0.0113992
CE200 feb_min_cop,3.63311
CE200 feb_min_idb,26.701
CE200 feb_min_humidity_ratio,0.0112809
CE300 ann_sum_clg_energy_consumption_total,35068.4
CE300 ann_sum_clg_energy_consumption_supply_fan,10862.1
CE300 ann_sum_evap_coil_load_total,78483.2
CE300 ann_sum_evap_coil_load_sensible,55162.5
CE300 ann_sum_evap_coil_load_latent,23320.7
CE300 ann_mean_cop_2,3.24226
CE300 ann_mean_idb,24.09
CE300 ann_mean_zone_humidity_ratio,0.00914524
CE300 ann_mean_zone_relative_humidity,47.8416
CE300 ann_mean_odb,19.9141
CE300 ann_mean_outdoor_humidity_ratio,0.0116079
CE310 ann_sum_clg_energy_consumption_total,39454.7
CE310 ann_sum_clg_energy_consumption_supply_fan,10862.1
CE310 ann_sum_evap_coil_load_total,97424.1
CE310 ann_sum_evap_coil_load_sensible,55040.5
CE310 ann_sum_evap_coil_load_latent,42383.5
CE310 ann_mean_cop_2,3.40731
CE310 ann_mean_idb,24.0992
CE310 ann_mean_zone_humidity_ratio,0.0111403
CE310 ann_mean_zone_relative_humidity,57.8642
CE320 ann_sum_clg_energy_consumption_total,39401.2
CE320 ann_sum_clg_energy_consumption_supply_fan,10862.1
CE320 ann_sum_evap_coil_load_total,97530.6
CE320 ann_sum_evap_coil_load_sensible,61680.8
CE320 ann_sum_evap_coil_load_latent,35849.8
CE320 ann_mean_cop_2,3.41743
CE320 ann_mean_idb,24.2374
CE320 ann_mean_zone_humidity_ratio,0.0100249
CE320 ann_mean_zone_relative_humidity,51.3749
CE330 ann_sum_clg_energy_consumption_total,40517.6
CE330 ann_sum_clg_energy_consumption_supply_fan,10862.1
CE330 ann_sum_evap_coil_load_total,104008
CE330 ann_sum_evap_coil_load_sensible,62978
CE330 ann_sum_evap_coil_load_latent,41030.1
CE330 ann_mean_cop_2,3.50721
CE330 ann_mean_idb,24.3005
CE330 ann_mean_zone_humidity_ratio,0.00986575
CE330 ann_mean_zone_relative_humidity,50.5144
CE340 ann_sum_clg_energy_consumption_total,40108.1
CE340 ann_sum_clg_energy_consumption_supply_fan,10862.1
CE340 ann_sum_evap_coil_load_total,101274
CE340 ann_sum_evap_coil_load_sensible,62312.3
CE340 ann_sum_evap_coil_load_latent,38961.4
CE340 ann_mean_cop_2,3.46282
CE340 ann_mean_idb,24.3151
CE340 ann_mean_zone_humidity_ratio,0.00988868
CE340 ann_mean_zone_relative_humidity,50.5645
CE350 ann_sum_clg_energy_consumption_total,31418.4
CE350 ann_sum_clg_energy_consumption_supply_fan,10862.1
CE350 ann_sum_evap_coil_load_total,66739.7
CE350 ann_sum_evap_coil_load_sensible,48329.2
CE350 ann_sum_evap_coil_load_latent,18410.5
CE350 ann_mean_cop_2,3.24668
CE350 ann_mean_idb,26.238
CE350 ann_mean_zone_humidity_ratio,0.00977683
CE350 ann_mean_zone_relative_humidity,44.5051
CE360 ann_sum_clg_energy_consumption_total,54965.7
CE360 ann_sum_clg_energy_consumption_supply_fan,10862.1
CE360 ann_sum_evap_coil_load_total,162309
CE360 ann_sum_evap_coil_load_sensible,134626
CE360 ann_sum_evap_coil_load_latent,27683.1
CE360 ann_mean_cop_2,3.68018
CE360 ann_mean_idb,25.4584
CE360 ann_mean_zone_humidity_ratio,0.00858259
CE360 ann_mean_zone_relative_humidity,41.1929
CE400 ann_sum_clg_energy_consumption_total,30806.6
CE400 ann_sum_clg_energy_consumption_supply_fan,10862.1
CE400 ann_sum_evap_coil_load_total,64232
CE400 ann_sum_evap_coil_load_sensible,41879.7
CE400 ann_sum_evap_coil_load_latent,22352.3
CE400 ann_mean_cop_2,3.22053
CE400 ann_mean_idb,23.1744
CE400 ann_mean_zone_humidity_ratio,0.00975815
CE400 ann_mean_zone_relative_humidity,53.6426
CE410 ann_sum_clg_energy_consumption_total,30806.6
CE410 ann_sum_clg_energy_consumption_supply_fan,10862.1
CE410 ann_sum_evap_coil_load_total,64232
CE410 ann_sum_evap_coil_load_sensible,41879.7
CE410 ann_sum_evap_coil_load_latent,22352.3
CE410 ann_mean_cop_2,3.22053
CE410 ann_mean_idb,23.1744
CE410 ann_mean_zone_humidity_ratio,0.00975815
CE410 ann_mean_zone_relative_humidity,53.6426
CE420 ann_sum_clg_energy_consumption_total,32979.1
CE420 ann_sum_clg_energy_consumption_supply_fan,10862.1
CE420 ann_sum_evap_coil_load_total,71255.7
CE420 ann_sum_evap_coil_load_sensible,49340.7
CE420 ann_sum_evap_coil_load_latent,21915
CE420 ann_mean_cop_2,3.22177
CE420 ann_mean_idb,23.2471
CE420 ann_mean_zone_humidity_ratio,0.00932827
CE420 ann_mean_zone_relative_humidity,51.2369
CE430 ann_sum_clg_energy_consumption_total,32145.9
CE430 ann_sum_clg_energy_consumption_supply_fan,10862.1
CE430 ann_sum_evap_coil_load_total,68494.9
CE430 ann_sum_evap_coil_load_sensible,46967.3
CE430 ann_sum_evap_coil_load_latent,21527.6
CE430 ann_mean_cop_2,3.21816
CE430 ann_mean_idb,23.2048
CE430 ann_mean_zone_humidity_ratio,0.00935956
CE430 ann_mean_zone_relative_humidity,51.5407
CE440 ann_sum_clg_energy_consumption_total,33306.7
CE440 ann_sum_clg_energy_consumption_supply_fan,10862.1
CE440 ann_sum_evap_coil_load_total,72440.2
CE440 ann_sum_evap_coil_load_sensible,49950.6
CE440 ann_sum_evap_coil_load_latent,22489.6
CE440 ann_mean_cop_2,3.22751
CE440 ann_mean_idb,23.3644
CE440 ann_mean_zone_humidity_ratio,0.00920805
CE440 ann_mean_zone_relative_humidity,50.1304
CE500 ann_sum_clg_energy_consumption_total,23081.6
CE500 ann_sum_clg_energy_consumption_supply_fan,2631.63
CE500 ann_sum_evap_coil_load_total,65590.5
CE500 ann_sum_evap_coil_load_sensible,47359.2
CE500 ann_sum_evap_coil_load_latent,18231.3
CE500 ann_mean_cop_2,3.20737
CE500 ann_mean_idb,20.4527
CE500 ann_mean_zone_humidity_ratio,0.00912115
CE500 ann_mean_zone_relative_humidity,57.6611
CE520 ann_sum_clg_energy_consumption_total,25814.2
CE520 ann_sum_clg_energy_consumption_supply_fan,3140.93
CE520 ann_sum_evap_coil_load_total,66213.2
CE520 ann_sum_evap_coil_load_sensible,47984.5
CE520 ann_sum_evap_coil_load_latent,18228.8
CE520 ann_mean_cop_2,2.92032
CE520 ann_mean_idb,13.6682
CE520 ann_mean_zone_humidity_ratio,0.00599769
CE520 ann_mean_zone_relative_humidity,60.6002
CE522 ann_sum_clg_energy_consumption_total,24389.1
CE522 ann_sum_clg_energy_consumption_supply_fan,2879.52
CE522 ann_sum_evap_coil_load_total,65894.6
CE522 ann_sum_evap_coil_load_sensible,47664.6
CE522 ann_sum_evap_coil_load_latent,18230
CE522 ann_mean_cop_2,3.06349
CE522 ann_mean_idb,17.0792
CE522 ann_mean_zone_humidity_ratio,0.0074596
CE522 ann_mean_zone_relative_humidity,59.392
CE525 ann_sum_clg_energy_consumption_total,20791.2
CE525 ann_sum_clg_energy_consumption_supply_fan,2194.14
CE525 ann_sum_evap_coil_load_total,65029.4
CE525 ann_sum_evap_coil_load_sensible,46798.5
CE525 ann_sum_evap_coil_load_latent,18230.8
CE525 ann_mean_cop_2,3.49675
CE525 ann_mean_idb,27.1806
CE525 ann_mean_zone_humidity_ratio,0.0133285
CE525 ann_mean_zone_relative_humidity,53.4435
CE530 ann_sum_clg_energy_consumption_total,18005.8
CE530 ann_sum_clg_energy_consumption_supply_fan,2123.87
CE530 ann_sum_evap_coil_load_total,46991.8
CE530 ann_sum_evap_coil_load_sensible,46991.5
CE530 ann_sum_evap_coil_load_latent,0.299659
CE530 ann_mean_cop_2,2.95882
CE530 ann_mean_idb,20.5927
CE530 ann_mean_zone_humidity_ratio,0.00642885
CE530 ann_mean_zone_relative_humidity,47.2083
CE540 ann_sum_clg_energy_consumption_total,20131
CE540 ann_sum_clg_energy_consumption_supply_fan,2495.13
CE540 ann_sum_evap_coil_load_total,47484.3
CE540 ann_sum_evap_coil_load_sensible,47475.3
CE540 ann_sum_evap_coil_load_latent,8.97345
CE540 ann_mean_cop_2,2.69248
CE540 ann_mean_idb,13.7992
CE540 ann_mean_zone_humidity_ratio,0.00430839
CE540 ann_mean_zone_relative_humidity,45.874
CE545 ann_sum_clg_energy_consumption_total,16610.1
CE545 ann_sum_clg_energy_consumption_supply_fan,1865.43
CE545 ann_sum_evap_coil_load_total,46636.8
CE545 ann_sum_evap_coil_load_sensible,46636.8
CE545 ann_sum_evap_coil_load_latent,7.09469e-14
CE545 ann_mean_cop_2,3.16295
CE545 ann_mean_idb,27.3198
CE545 ann_mean_zone_humidity_ratio,0.00674762
CE545 ann_mean_zone_relative_humidity,38.6413
CE500 May-Sep may_sept_sum_clg_consumption_total,18035.1
CE500 May-Sep may_sept_sum_clg_consumption_indoor_fan,2031.6
CE500 May-Sep may_sept_sum_evap_coil_load_total,50356.3
CE500 May-Sep may_sept_sum_evap_coil_load_sensible,36366.4
CE500 May-Sep may_sept_sum_evap_coil_load_latent,13989.9
CE500 May-Sep may_sept_mean_cop_2,3.14658
CE500 May-Sep may_sept_mean_idb,25.0003
CE500 May-Sep may_sept_mean_zone_humidity_ratio,0.0109548
CE500 May-Sep may_sept_mean_zone_relative_humidity,55.3803
CE510 May-Sep may_sept_sum_clg_consumption_total,35791.5
CE510 May-Sep may_sept_sum_clg_consumption_indoor_fan,4065.93
CE510 May-Sep may_sept_sum_evap_coil_load_total,112796
CE510 May-Sep may_sept_sum_evap_coil_load_sensible,81316.5
CE510 May-Sep may_sept_sum_evap_coil_load_latent,31479.4
CE510 May-Sep may_sept_mean_cop_2,3.55536
CE510 May-Sep may_sept_mean_idb,25.0001
CE510 May-Sep may_sept_mean_zone_humidity_ratio,0.0109748
CE510 May-Sep may_sept_mean_zone_relative_humidity,55.4805
CE300 energy_consumption_comp_both_fans_wh,12008.3
CE300 energy_consumption_comp_both_fans_date,20-Jul
CE300 energy_consumption_comp_both_fans_hr,15
CE300 evap_coil_load_sensible_wh,23460.4
CE300 evap_coil_load_sensible_date,20-Jul
CE300 evap_coil_load_sensible_hr,15
CE300 evap_coil_load_latent_wh,10627.1
CE300 evap_coil_load_latent_date,10-Jul
CE300 evap_coil_load_latent_hr,13
CE300 evap_coil_load_sensible_and_latent_wh,33102.8
CE300 evap_coil_load_sensible_and_latent_date,20-Jul
CE300 evap_coil_load_sensible_and_latent_hr,15
CE300 CE300 weather_odb_c,34.775
CE300 CE300 weather_odb_date,20-Jul
CE300 CE300 weather_odb_hr,15
CE300 CE300 weather_outdoor_humidity_ratio_c,0.0218679
CE300 CE300 weather_outdoor_humidity_ratio_date,02-Oct
CE300 CE300 weather_outdoor_humidity_ratio_hr,9
CE310 energy_consumption_comp_both_fans_wh,12572.9
CE310 energy_consumption_comp_both_fans_date,20-Jul
CE310 energy_consumption_comp_both_fans_hr,15
CE310 evap_coil_load_sensible_wh,23130.2
CE310 evap_coil_load_sensible_date,11-Jul
CE310 evap_coil_load_sensible_hr,16
CE310 evap_coil_load_latent_wh,16663.8
CE310 evap_coil_load_latent_date,04-Aug
CE310 evap_coil_load_latent_hr,15
CE310 evap_coil_load_sensible_and_latent_wh,37377.4
CE310 evap_coil_load_sensible_and_latent_date,17-Sep
CE310 evap_coil_load_sensible_and_latent_hr,15
CE320 energy_consumption_comp_both_fans_wh,12990.4
CE320 energy_consumption_comp_both_fans_date,20-Jul
CE320 energy_consumption_comp_both_fans_hr,15
CE320 evap_coil_load_sensible_wh,31510.9
CE320 evap_coil_load_sensible_date,24-Apr
CE320 evap_coil_load_sensible_hr,16
CE320 evap_coil_load_latent_wh,22783.2
CE320 evap_coil_load_latent_date,02-Oct
CE320 evap_coil_load_latent_hr,10
CE320 evap_coil_load_sensible_and_latent_wh,40101.2
CE320 evap_coil_load_sensible_and_latent_date,02-Oct
CE320 evap_coil_load_sensible_and_latent_hr,10
CE330 energy_consumption_comp_both_fans_wh,13358.2
CE330 energy_consumption_comp_both_fans_date,20-Jul
CE330 energy_consumption_comp_both_fans_hr,15
CE330 evap_coil_load_sensible_wh,34588.6
CE330 evap_coil_load_sensible_date,14-Jun
CE330 evap_coil_load_sensible_hr,14
CE330 evap_coil_load_latent_wh,27609.7
CE330 evap_coil_load_latent_date,18-Sep
CE330 evap_coil_load_latent_hr,16
CE330 evap_coil_load_sensible_and_latent_wh,43602.8
CE330 evap_coil_load_sensible_and_latent_date,02-Oct
CE330 evap_coil_load_sensible_and_latent_hr,9
CE340 energy_consumption_comp_both_fans_wh,13176.7
CE340 energy_consumption_comp_both_fans_date,20-Jul
CE340 energy_consumption_comp_both_fans_hr,15
CE340 evap_coil_load_sensible_wh,32733
CE340 evap_coil_load_sensible_date,24-Apr
CE340 evap_coil_load_sensible_hr,15
CE340 evap_coil_load_latent_wh,24471.4
CE340 evap_coil_load_latent_date,02-Oct
CE340 evap_coil_load_latent_hr,10
CE340 evap_coil_load_sensible_and_latent_wh,41613.2
CE340 evap_coil_load_sensible_and_latent_date,02-Oct
CE340 evap_coil_load_sensible_and_latent_hr,10
CE350 energy_consumption_comp_both_fans_wh,12008.3
CE350 energy_consumption_comp_both_fans_date,20-Jul
CE350 energy_consumption_comp_both_fans_hr,15
CE350 evap_coil_load_sensible_wh,23460.4
CE350 evap_coil_load_sensible_date,20-Jul
CE350 evap_coil_load_sensible_hr,15
CE350 evap_coil_load_latent_wh,10627.7
CE350 evap_coil_load_latent_date,10-Jul
CE350 evap_coil_load_latent_hr,13
CE350 evap_coil_load_sensible_and_latent_wh,33102.8
CE350 evap_coil_load_sensible_and_latent_date,20-Jul
CE350 evap_coil_load_sensible_and_latent_hr,15
CE360 energy_consumption_comp_both_fans_wh,12778.1
CE360 energy_consumption_comp_both_fans_date,20-Jul
CE360 energy_consumption_comp_both_fans_hr,15
CE360 evap_coil_load_sensible_wh,32382.2
CE360 evap_coil_load_sensible_date,24-Apr
CE360 evap_coil_load_sensible_hr,16
CE360 evap_coil_load_latent_wh,8943.89
CE360 evap_coil_load_latent_date,02-Oct
CE360 evap_coil_load_latent_hr,10
CE360 evap_coil_load_sensible_and_latent_wh,38701.5
CE360 evap_coil_load_sensible_and_latent_date,02-Oct
CE360 evap_coil_load_sensible_and_latent_hr,11
CE400 energy_consumption_comp_both_fans_wh,12008.3
CE400 energy_consumption_comp_both_fans_date,20-Jul
CE400 energy_consumption_comp_both_fans_hr,15
CE400 evap_coil_load_sensible_wh,23460.4
CE400 evap_coil_load_sensible_date,20-Jul
CE400 evap_coil_load_sensible_hr,15
CE400 evap_coil_load_latent_wh,22710.3
CE400 evap_coil_load_latent_date,17-Jun
CE400 evap_coil_load_latent_hr,16
CE400 evap_coil_load_sensible_and_latent_wh,39126.4
CE400 evap_coil_load_sensible_and_latent_date,25-Oct
CE400 evap_coil_load_sensible_and_latent_hr,15
CE410 energy_consumption_comp_both_fans_wh,12008.3
CE410 energy_consumption_comp_both_fans_date,20-Jul
CE410 energy_consumption_comp_both_fans_hr,15
CE410 evap_coil_load_sensible_wh,23460.4
CE410 evap_coil_load_sensible_date,20-Jul
CE410 evap_coil_load_sensible_hr,15
CE410 evap_coil_load_latent_wh,22710.3
CE410 evap_coil_load_latent_date,17-Jun
CE410 evap_coil_load_latent_hr,16
CE410 evap_coil_load_sensible_and_latent_wh,39126.4
CE410 evap_coil_load_sensible_and_latent_date,25-Oct
CE410 evap_coil_load_sensible_and_latent_hr,15
CE420 energy_consumption_comp_both_fans_wh,12008.3
CE420 energy_consumption_comp_both_fans_date,20-Jul
CE420 energy_consumption_comp_both_fans_hr,15
CE420 evap_coil_load_sensible_wh,23460.4
CE420 evap_coil_load_sensible_date,20-Jul
CE420 evap_coil_load_sensible_hr,15
CE420 evap_coil_load_latent_wh,10627.1
CE420 evap_coil_load_latent_date,10-Jul
CE420 evap_coil_load_latent_hr,13
CE420 evap_coil_load_sensible_and_latent_wh,33102.8
CE420 evap_coil_load_sensible_and_latent_date,20-Jul
CE420 evap_coil_load_sensible_and_latent_hr,15
CE430 energy_consumption_comp_both_fans_wh,12008.3
CE430 energy_consumption_comp_both_fans_date,20-Jul
CE430 energy_consumption_comp_both_fans_hr,15
CE430 evap_coil_load_sensible_wh,23460.4
CE430 evap_coil_load_sensible_date,20-Jul
CE430 evap_coil_load_sensible_hr,15
CE430 evap_coil_load_latent_wh,11370
CE430 evap_coil_load_latent_date,24-Oct
CE430 evap_coil_load_latent_hr,13
CE430 evap_coil_load_sensible_and_latent_wh,33102.8
CE430 evap_coil_load_sensible_and_latent_date,20-Jul
CE430 evap_coil_load_sensible_and_latent_hr,15
CE440 energy_consumption_comp_both_fans_wh,12008.3
CE440 energy_consumption_comp_both_fans_date,20-Jul
CE440 energy_consumption_comp_both_fans_hr,15
CE440 evap_coil_load_sensible_wh,23460.4
CE440 evap_coil_load_sensible_date,20-Jul
CE440 evap_coil_load_sensible_hr,15
CE440 evap_coil_load_latent_wh,10627.1
CE440 evap_coil_load_latent_date,10-Jul
CE440 evap_coil_load_latent_hr,13
CE440 evap_coil_load_sensible_and_latent_wh,33102.8
CE440 evap_coil_load_sensible_and_latent_date,20-Jul
CE440 evap_coil_load_sensible_and_latent_hr,15
CE500 energy_consumption_comp_both_fans_wh,10435.6
CE500 energy_consumption_comp_both_fans_date,20-Jul
CE500 energy_consumption_comp_both_fans_hr,15
CE500 evap_coil_load_sensible_wh,19788.3
CE500 evap_coil_load_sensible_date,20-Jul
CE500 evap_coil_load_sensible_hr,15
CE500 evap_coil_load_latent_wh,7905.77
CE500 evap_coil_load_latent_date,29-Jun
CE500 evap_coil_load_latent_hr,16
CE500 evap_coil_load_sensible_and_latent_wh,27650.3
CE500 evap_coil_load_sensible_and_latent_date,29-Jun
CE500 evap_coil_load_sensible_and_latent_hr,16
CE500 May-Sep energy_consumption_comp_both_fans_wh,11451.2
CE500 May-Sep energy_consumption_comp_both_fans_date,20-Jul
CE500 May-Sep energy_consumption_comp_both_fans_hr,15
CE500 May-Sep evap_coil_load_sensible_wh,22227.9
CE500 May-Sep evap_coil_load_sensible_date,20-Jul
CE500 May-Sep evap_coil_load_sensible_hr,15
CE500 May-Sep evap_coil_load_latent_wh,9037.8
CE500 May-Sep evap_coil_load_latent_date,17-Jun
CE500 May-Sep evap_coil_load_latent_hr,14
CE500 May-Sep evap_coil_load_sensible_and_latent_wh,31189.2
